,Major Account,Minor Account,Name,OrgID,amount
9360,275,16,ACCUM DEPREC - EAP LEASEHOLD IMPROVEMENT,X.120.CPEUSI,0
9361,275,50,ACCUM DEPREC - CORPORATE ASSETS,X.120.CPEUSI,0
9362,276,5,ACCUM DEPREC ROU - OFFICE LEASE,X.120.CPEUSI,0
9363,276,6,ACCUM DEPREC ROU - EAP OFFICE LEASE,X.120.CPEUSI,0
9364,276,10,ACCUM DEPREC ROU - IT EQ & INFRASTRUCT,X.120.CPEUSI,0
9365,276,15,ACCUM DEPREC ROU - EQUIPMENT,X.120.CPEUSI,0
9366,276,20,ACCUM DEPREC ROU - VEHICLES,X.120.CPEUSI,0
9367,280,20,E&E - G&G COSTS,X.120.CPEUSI,0
9368,280,30,E&E - INTANGIBLE WELL COSTS,X.120.CPEUSI,0
9369,280,40,E&E - TANGIBLE WELL & LEASE EQUIPMENT,X.120.CPEUSI,0
9370,280,899,US E&E - WIP CLEARING,X.120.CPEUSI,0
9371,280,995,MANUAL E&E WCL,X.120.CPEUSI,0
9372,280,997,MANUAL E&E,X.120.CPEUSI,0
9373,280,WCL,E&E - WIP CLEARING,X.120.CPEUSI,0
9374,285,15,LAND COSTS - E&E TRANSFER,X.120.CPEUSI,0
9375,285,20,G&G COSTS,X.120.CPEUSI,0
9376,285,25,G&G COSTS - E&E TRANSFER,X.120.CPEUSI,0
9377,285,30,INTANGIBLE WELL COSTS,X.120.CPEUSI,0
9378,285,35,INTANGIBLE WELL COSTS - E&E TRANSFER,X.120.CPEUSI,0
9379,285,40,TANGIBLE WELL & LEASE EQUIPMENT,X.120.CPEUSI,0
9380,285,45,TANG WELL & LEASE EQUIP - E&E TRANS,X.120.CPEUSI,0
9381,285,50,FACILITIES AND PIPELINES,X.120.CPEUSI,0
9382,285,995,MANUAL PP&E WCL,X.120.CPEUSI,0
9383,285,997,MANUAL PP&E,X.120.CPEUSI,0
9384,290,5,OFFICE LEASE,X.120.CPEUSI,0
9385,290,6,EIGHTH AVE PLACE OFFICE LEASE,X.120.CPEUSI,0
9386,290,10,IT EQUIPMENT & INFRASTRUCTURE,X.120.CPEUSI,0
9387,290,15,EQUIPMENT,X.120.CPEUSI,0
9388,290,20,VEHICLES,X.120.CPEUSI,0
9389,300,15,PURCELL,X.120.CPEUSI,0
9390,305,5,DEFERRED INCOME TAX ASSET,X.120.CPEUSI,0
9391,310,10,SCOTIA - CPEC - RECLAMATION,X.120.CPEUSI,0
9392,320,5,RISK MGMT ASSET - OIL - LT,X.120.CPEUSI,0
9393,320,6,RISK MGMT ASSET - USD OIL - LT,X.120.CPEUSI,0
9394,320,15,RISK MGMT ASSET - INTEREST - LT,X.120.CPEUSI,0
9395,320,25,LONG-TERM INVESTMENT,X.120.CPEUSI,0
9396,320,45,RISK MANAGEMENT ASSET - CCIRS - LT,X.120.CPEUSI,0
9397,320,50,RISK MANAGEMENT ASSET - CCPS - LT,X.120.CPEUSI,0
9398,325,5,ITC RECEIVABLE,X.120.CPEUSI,0
9399,330,127,I/C INV IN SUB - CP US HOLD CORP,X.120.CPEUSI,0
9400,330,128,I/C INV IN SUB - CP ENERGY US CORP,X.120.CPEUSI,0
9401,330,129,I/C INV IN CPEUS-SBC CONTRIBUTIONS,X.120.CPEUSI,0
9402,330,130,I/C INV IN SUB - LUXCO,X.120.CPEUSI,0
9403,330,131,I/C INV IN CPEUS-SBC-STOCK OPTIONS,X.120.CPEUSI,0
9404,330,300,I/C INV IN CPRP - SBC CONTRIBUTIONS,X.120.CPEUSI,0
9405,330,301,I/C INV IN CPRP - SBC - PSU,X.120.CPEUSI,0
9406,330,302,I/C INV IN CPRP - SBC - STOCK OPTIONS,X.120.CPEUSI,0
9407,340,114,I/C CPEC - INT CPHI GRID NOTE,X.120.CPEUSI,0
9408,340,120,I/C CPEC - LUXCO USD NOTE,X.120.CPEUSI,0
9409,340,122,I/C LUXCO - CPEUS USD NOTE,X.120.CPEUSI,0
9410,340,124,I/C LUXCO - CPEUS USD NOTE INT P/R,X.120.CPEUSI,0
9411,350,5,CPEC - CPUSH,X.120.CPEUSI,0
9412,350,10,CPEC - CPUSH - INTEREST,X.120.CPEUSI,0
9413,350,15,CPUSH - CPEUS,X.120.CPEUSI,0
9414,350,20,CPUSH - CPEUS - INTEREST,X.120.CPEUSI,0
9415,400,5,A/P - JOINT VENTURE BILLINGS - OP,X.120.CPEUSI,0
9416,400,6,A/P - JOINT VENTURE - NON-OP,X.120.CPEUSI,0
9417,400,10,A/P - TRADE (WORKFLOW),X.120.CPEUSI,0
9418,400,11,A/P-TRADE (MANUAL INPUT),X.120.CPEUSI,0
9419,400,12,A/P - LEASE RENTALS,X.120.CPEUSI,0
9420,400,15,A/P - ROYALTIES,X.120.CPEUSI,0
9421,400,25,A/P ACCRUALS - FINANCIAL REPORTING,X.120.CPEUSI,0
9422,400,30,A/P - GST PAYABLE,X.120.CPEUSI,0
9423,400,40,WITHHOLDING TAX PAYABLE,X.120.CPEUSI,0
9424,400,41,WITHHOLDING TAX PAYABLE - SERVICES,X.120.CPEUSI,0
9425,400,45,A/P - SUSPENSE - CAPITAL,X.120.CPEUSI,0
9426,400,46,A/P - SUSPENSE - OPEX,X.120.CPEUSI,0
9427,400,47,A/P - SUSPENSE - LAND,X.120.CPEUSI,0
9428,400,60,CAPITAL ACCRUAL,X.120.CPEUSI,0
9429,400,65,ROYALTY AND OPEX ACCRUAL,X.120.CPEUSI,0
9430,400,75,ACCRUED REALIZED HEDGING AP (FR ONLY),X.120.CPEUSI,0
9431,400,80,INTEREST ACCRUAL (FR ONLY),X.120.CPEUSI,0
9432,400,85,G&A ACCRUAL (FR ONLY),X.120.CPEUSI,0
9433,400,90,PAYROLL MISCELLANEOUS,X.120.CPEUSI,0
9434,400,91,PAYROLL SAVINGS,X.120.CPEUSI,0
9435,400,92,STIP,X.120.CPEUSI,0
9436,400,93,RECEIVER GENERAL REMITTANCES,X.120.CPEUSI,0
9437,400,95,DEPOSITS (FR ONLY),X.120.CPEUSI,0
9438,401,5,A/P - JOINT VENTURE BILLINGS - OP - USD,X.120.CPEUSI,0
9439,401,6,A/P - JOINT VENTURE BILLINGS - NOP US,X.120.CPEUSI,0
9440,401,10,A/P - TRADE (WORKFLOW) - USD,X.120.CPEUSI,0
9441,401,11,A/P - TRADE PAYABLE (MANUAL INPUT) - USD,X.120.CPEUSI,0
9442,401,15,A/P - ROYALTIES - USD,X.120.CPEUSI,0
9443,401,17,REVENUE TRN / PROC PAYABLE - USD,X.120.CPEUSI,0
9444,401,20,A/P - CASH CALLS - USD,X.120.CPEUSI,0
9445,401,25,A/P ACCRUALS USD - FINANCIAL REPORTING,X.120.CPEUSI,0
9446,401,26,A/P ACCRUALS USD - OPERATIONS REPORTING,X.120.CPEUSI,0
9447,401,29,FEDERAL TAX WHITHHOLDING PAYABLE,X.120.CPEUSI,0
9448,401,30,EXCALIBUR SUSPENSE ITEMS-REPORTING ONLY,X.120.CPEUSI,0
9449,401,31,PRODUCTION TAXES - UTAH STATE,X.120.CPEUSI,0
9450,401,32,PRODUCTION TAXED - UTE TRIBE,X.120.CPEUSI,0
9451,401,33,UTAH CONSERVATION TAX,X.120.CPEUSI,0
9452,401,34,UT MINERAL TAX WITHHOLDING,X.120.CPEUSI,0
9453,401,35,ND NON-RESIDENT WITHHOLDING,X.120.CPEUSI,0
9454,401,36,REVENUE SUSPENSE,X.120.CPEUSI,0
9455,401,37,REVENUE BACKUP WITHHOLDING,X.120.CPEUSI,0
9456,401,38,OIL AD VALOREM PAYABLE,X.120.CPEUSI,0
9457,401,39,GAS AD VALOREM PAYABLE,X.120.CPEUSI,0
9458,401,40,A/P - WITHHOLDING TAX PAYABLE - USD,X.120.CPEUSI,0
9459,401,45,A/P - SUSPENSE - CAPITAL - USD,X.120.CPEUSI,0
9460,401,46,A/P - SUSPENSE - OPEX - USD,X.120.CPEUSI,0
9461,401,50,A/P - ACQUISITIONCO - USD,X.120.CPEUSI,0
9462,401,60,CAPITAL ACCRUAL,X.120.CPEUSI,0
9463,401,65,ROYALTY AND OPEX ACCRUAL,X.120.CPEUSI,0
9464,401,70,PROPERTY TAX ACCRUAL,X.120.CPEUSI,0
9465,401,80,INTEREST ACCRUAL - BONDS ONLY (FR ONLY),X.120.CPEUSI,0
9466,401,82,INTEREST ACCRUAL - HEDGED DEBT - USD,X.120.CPEUSI,0
9467,401,85,G&A ACCRUAL (FR ONLY),X.120.CPEUSI,0
9468,401,90,HR BENEFITS & SAVINGS,X.120.CPEUSI,0
9469,401,100,UNCLAIMED PROPERTY PAYABLE - USD,X.120.CPEUSI,0
9470,402,10,SALES & USE TAX - DENVER COUNTY,X.120.CPEUSI,0
9471,402,20,"SALES & USE TAX-UTAH, DUCHESNE COUNTY",X.120.CPEUSI,0
9472,405,10,DIVIDENDS PAYABLE,X.120.CPEUSI,0
9473,410,5,TAXES PAY - PROVISION,X.120.CPEUSI,0
9474,410,10,TAXES PAY - INSTALMENTS,X.120.CPEUSI,0
9475,415,5,OPERATING LOAN,X.120.CPEUSI,0
9476,415,9,OPERATING LOAN - BANKERS ACCEPTANCES,X.120.CPEUSI,0
9477,415,15,SYNDICATED LOAN - BANKER'S ACCEPTANCE,X.120.CPEUSI,0
9478,415,20,BANK DEBT - PREPAID BA INTEREST,X.120.CPEUSI,0
9479,415,25,PREPAID CREDIT FACILITY FEES,X.120.CPEUSI,0
9480,416,15,CURRENT NOTES PAYABLE SERIES C-PRINCIPAL,X.120.CPEUSI,0
9481,416,45,CURRENT NOTES PAYABLE-SERIES I-PRINCIPAL,X.120.CPEUSI,0
9482,416,46,CURRENT NOTES PAYABLE-SERIES J-PRINCIPAL,X.120.CPEUSI,0
9483,417,10,LIBOR LOAN (HEDGED) - USD,X.120.CPEUSI,0
9484,420,5,RISK MGMT LIABILITY - OIL,X.120.CPEUSI,0
9485,420,6,RISK MGMT LIABILITY - USD OIL,X.120.CPEUSI,0
9486,420,25,RISK MGMT LIABILITY - FX,X.120.CPEUSI,0
9487,420,40,RISK MGMT LIABILITY - LIBOR CCIRS,X.120.CPEUSI,0
9488,421,5,ASSET RETIREMENT OBLIGATION,X.120.CPEUSI,0
9489,421,10,LEASE LIABILITY- CURRENT,X.120.CPEUSI,0
9490,421,41,PSU LIABILITY - CURRENT,X.120.CPEUSI,0
9491,421,42,LTIP LIABILITY - CURRENT,X.120.CPEUSI,0
9492,424,5,LIABILITIES FOR ASSETS HELD FOR SALE,X.120.CPEUSI,0
9493,425,5,ABANDONMENT - RIG DAYS & CEMENTING,X.120.CPEUSI,0
9494,425,10,BACKFILL,X.120.CPEUSI,0
9495,425,15,DO NOT USE -COMMUNICATIONS,X.120.CPEUSI,0
9496,425,20,CONTAMINATION TREATMENT / DISPOSAL,X.120.CPEUSI,0
9497,425,24,PROJECT OVERHEAD- ENG & DESIGN FEE,X.120.CPEUSI,0
9498,425,25,ADMINISTRATION OVERHEAD,X.120.CPEUSI,0
9499,425,30,FREIGHT & HAULING,X.120.CPEUSI,0
9500,425,35,LABORATORY / SAMPLING,X.120.CPEUSI,0
9501,425,40,LEASE CLEAN UP & RESTORATION,X.120.CPEUSI,0
9502,425,50,ONGOING MONITORING,X.120.CPEUSI,0
9503,425,55,"RECLAMATION MATERIALS (SEED, STRAW, ETC)",X.120.CPEUSI,0
9504,425,60,RECLAMATION SERVICES,X.120.CPEUSI,0
9505,425,65,CEMENT SQUEEZE / PLUGBACK,X.120.CPEUSI,0
9506,425,70,RECLAMATION SUPERVISION,X.120.CPEUSI,0
9507,425,75,REMEDIAL CEMENTING,X.120.CPEUSI,0
9508,425,85,SURFACE ABANDONMENT,X.120.CPEUSI,0
9509,425,90,SURVEY,X.120.CPEUSI,0
9510,425,91,LAND ACQUISITION,X.120.CPEUSI,0
9511,425,92,DAMAGE CLAIMS,X.120.CPEUSI,0
9512,425,95,TANK AND VACUUM TRUCK,X.120.CPEUSI,0
9513,425,100,DO NOT USE -WATER ACCESS,X.120.CPEUSI,0
9514,425,120,CONSULTING SERVICES,X.120.CPEUSI,0
9515,425,145,CONTRACTORS & EQUIPEMENT,X.120.CPEUSI,0
9516,425,230,DRILLING WASTE DISPOSAL,X.120.CPEUSI,0
9517,425,260,ENVIRONMENTAL ASSESSMENT,X.120.CPEUSI,0
9518,425,275,ENVIRONMENTAL SERVICES,X.120.CPEUSI,0
9519,425,285,EQUIPMENT RENTALS,X.120.CPEUSI,0
9520,425,315,FLOWLINE ABANDONMENT,X.120.CPEUSI,0
9521,425,320,FLUID ANALYSIS,X.120.CPEUSI,0
9522,425,330,FLUID DISPOSAL,X.120.CPEUSI,0
9523,425,335,"FLUIDS, CHEMICALS, WATER",X.120.CPEUSI,0
9524,425,345,BOILER,X.120.CPEUSI,0
9525,425,355,TRUCKING & PUMPING,X.120.CPEUSI,0
9526,425,375,INSPECTION SERVICES,X.120.CPEUSI,0
9527,425,425,LEASE ROAD RESTORATION,X.120.CPEUSI,0
9528,425,431,"ESTMA - LICENSE, PERMITS & FEES",X.120.CPEUSI,0
9529,425,450,LOGGING,X.120.CPEUSI,0
9530,425,480,MISCELLANEOUS NON-OP,X.120.CPEUSI,0
9531,425,595,DO NOT USE -RESTORATION SUPERVISION,X.120.CPEUSI,0
9532,425,605,SAFETY SUPPLIES & SERVICES,X.120.CPEUSI,0
9533,425,620,SERVICE RIG,X.120.CPEUSI,0
9534,425,655,SUPERVISION,X.120.CPEUSI,0
9535,425,700,TUBING,X.120.CPEUSI,0
9536,425,750,WIRELINE,X.120.CPEUSI,0
9537,425,755,RECOVERABLE DOWNHOLE EQUIPMENT,X.120.CPEUSI,0
9538,425,760,PERMANENT DOWNHOLE EQUIPEMENT,X.120.CPEUSI,0
9539,425,800,CONTINGENCY,X.120.CPEUSI,0
9540,425,900,ADDITIONS,X.120.CPEUSI,0
9541,425,901,CONTRA ACCOUNT,X.120.CPEUSI,0
9542,425,902,ARO ON ASSETS HELD FOR SALE,X.120.CPEUSI,0
9543,425,946,SASKATCHEWAN CARBON TAX,X.120.CPEUSI,0
9544,425,950,PROVINCIAL / STATE SALES TAX,X.120.CPEUSI,0
9545,425,951,PROVINCIAL SALES TAX (SK),X.120.CPEUSI,0
9546,425,952,PROVINCIAL SALES TAX (MB),X.120.CPEUSI,0
9547,425,956,SALES & USE TAX - NORTH DAKOTA,X.120.CPEUSI,0
9548,425,957,"SALES & USE TAX - UTAH, DUCHESNE COUNTY",X.120.CPEUSI,0
9549,425,958,"SALES & USE TAX - UTAH, UINTAH COUNTY",X.120.CPEUSI,0
9550,425,999,ACCRUALS - ARO,X.120.CPEUSI,0
9551,427,5,LONG TERM LSE LIABILTY - OFFICE LEASES,X.120.CPEUSI,0
9552,427,6,LONG TERM LSE LIABILTY - EAP OFFICE LSE,X.120.CPEUSI,0
9553,427,10,LONG TERM LSE LIABILTY - IT EQ & INFRA,X.120.CPEUSI,0
9554,427,15,LONG TERM LSE LIABILTY - EQUIPMENT,X.120.CPEUSI,0
9555,427,20,LONG TERM LSE LIABILTY - VEHICLES,X.120.CPEUSI,0
9556,430,5,RISK MGMT LIABILITY - OIL,X.120.CPEUSI,0
9557,430,25,FUTURE TAX LIABILITY,X.120.CPEUSI,0
9558,430,40,DSU LIABILITY,X.120.CPEUSI,0
9559,430,41,PSU LIABILITY,X.120.CPEUSI,0
9560,430,42,PSU LIABILITY - CONTRA ACCOUNT,X.120.CPEUSI,0
9561,430,45,DEFERRED LEASE INDUCMENT,X.120.CPEUSI,0
9562,433,15,NOTES PAYABLE - SERIES C - PRIN PAY,X.120.CPEUSI,0
9563,433,35,NOTES PAYABLE - SERIES G - PRIN PAY,X.120.CPEUSI,0
9564,433,55,NOTES PAYABLE SERIES K - PRIN PAY,X.120.CPEUSI,0
9565,433,75,NOTES PAYABLE - SERIES O - PRIN PAY,X.120.CPEUSI,0
9566,433,80,NOTES PAYABLE - SERIES P - PRIN PAY,X.120.CPEUSI,0
9567,433,90,NOTES PAYABLE - SERIES R - PRIN PAY,X.120.CPEUSI,0
9568,433,95,NOTES PAYABLE - SERIES S - PRIN PAY,X.120.CPEUSI,0
9569,433,105,NOTES PAYABLE - SERIES U - PRIN PAY,X.120.CPEUSI,0
9570,433,110,NOTES PAYABLE - SERIES V - PRIN PAY,X.120.CPEUSI,0
9571,433,120,NOTES PAYABLE - SERIES X - PRIN PAY,X.120.CPEUSI,0
9572,500,15,COMMON SHARES,X.120.CPEUSI,0
9573,500,16,COMMON SHARES REPURCHASED,X.120.CPEUSI,0
9574,500,40,CONTRIBUTED SURPLUS,X.120.CPEUSI,0
9575,500,41,CONTRIBUTED SURPLIS - STOCK OPTIONS,X.120.CPEUSI,0
9576,500,60,SBC CONTRIBUTIONS,X.120.CPEUSI,0
9577,500,61,SBC CONTRIBUTIONS - US,X.120.CPEUSI,0
9578,500,62,SBC CONTRIBUTIONS - STOCK OPTIONS - US,X.120.CPEUSI,0
9579,510,10,SHARE BASED COMPENSATION EQUITY ADJUST,X.120.CPEUSI,0
9580,520,10,ACCUMULATED DIVIDENDS,X.120.CPEUSI,0
9581,525,5,ACCUMULATED DIVIDENDS,X.120.CPEUSI,0
9582,600,5,OIL REVENUE,X.120.CPEUSI,0
9583,600,6,OIL REVENUE - LOAD OIL SALES,X.120.CPEUSI,0
9584,600,7,OIL TOP-UP,X.120.CPEUSI,0
9585,600,10,GAS REVENUE,X.120.CPEUSI,0
9586,600,11,GAS TOP-UP,X.120.CPEUSI,0
9587,600,15,NGL REVENUE,X.120.CPEUSI,0
9588,600,16,NGL TOP-UP,X.120.CPEUSI,0
9589,600,20,BLENDING GAIN/LOSS,X.120.CPEUSI,0
9590,600,21,NGL REVENUE - BUTANE,X.120.CPEUSI,0
9591,600,22,NGL REVENUE - PENTANE,X.120.CPEUSI,0
9592,600,23,NGL REVENUE - CONDENSATE,X.120.CPEUSI,0
9593,600,24,NGL REVENUE - SULPHUR,X.120.CPEUSI,0
9594,600,25,NGL REVENUE - ETHANE,X.120.CPEUSI,0
9595,600,26,NGL REVENUE - PROPANE,X.120.CPEUSI,0
9596,600,705,OIL CONTRA ACCT - 3RD PARTY PURCHASES,X.120.CPEUSI,0
9597,600,710,GAS CONTRA ACCT - 3RD PARTY PURCHASES,X.120.CPEUSI,0
9598,600,715,NGL CONTRA ACCT - 3RD PARTY PURCHASES,X.120.CPEUSI,0
9599,600,905,ACCRUAL - OIL REVENUE,X.120.CPEUSI,0
9600,600,910,ACCRUAL - GAS REVENUE,X.120.CPEUSI,0
9601,600,915,ACCRUAL - NGL REVENUE,X.120.CPEUSI,0
9602,601,5,OIL REVENUE - 3RD PARTY SALES,X.120.CPEUSI,0
9603,601,15,NGL REVENUE - 3RD PARTY SALES,X.120.CPEUSI,0
9604,601,905,ACCURAL - OIL REVENUE - 3RD PARTY SALES,X.120.CPEUSI,0
9605,601,915,ACCRUAL - NGL REVENUE - 3RD PARTY SALES,X.120.CPEUSI,0
9606,610,5,OIL FREEHOLD REVENUE,X.120.CPEUSI,0
9607,610,10,GAS FREEHOLD REVENUE,X.120.CPEUSI,0
9608,610,15,NGL FREEHOLD  REVENUE,X.120.CPEUSI,0
9609,615,5,OIL GORR REVENUE,X.120.CPEUSI,0
9610,615,10,GAS GORR REVENUE,X.120.CPEUSI,0
9611,615,15,NGL GORR REVENUE,X.120.CPEUSI,0
9612,620,5,GATH & PROCESS FEE - OIL TREATING,X.120.CPEUSI,0
9613,620,10,GATH & PROCESS FEE - GAS PROCESS,X.120.CPEUSI,0
9614,620,11,OPERATING COST RECOVERY,X.120.CPEUSI,0
9615,620,12,THIRD PARTY PROCESSING REVENUE-NGL,X.120.CPEUSI,0
9616,620,15,GATH & PROCESS FEE - GAS GATHERING,X.120.CPEUSI,0
9617,620,20,GATH & PROCESS FEE - SALT WATER DISP,X.120.CPEUSI,0
9618,620,25,COMPRESSION FEE REVENUE,X.120.CPEUSI,0
9619,620,30,ROAD USE REVENUE,X.120.CPEUSI,0
9620,620,40,LEASED FEE SIMPLE REVENUE,X.120.CPEUSI,0
9621,620,60,5% HANDLING FEE INCOME,X.120.CPEUSI,0
9622,620,100,PIPELINE FEES,X.120.CPEUSI,0
9623,630,5,REALIZED HEDGING INCOME - OIL,X.120.CPEUSI,0
9624,630,6,REALIZED HEDGING INCOME - USD OI,X.120.CPEUSI,0
9625,630,10,REALIZED HEDGING INCOME - GAS,X.120.CPEUSI,0
9626,640,5,UNREALIZED HEDGING INCOME - OIL,X.120.CPEUSI,0
9627,640,6,UNREALIZED HEDGING INCOME - USD OIL,X.120.CPEUSI,0
9628,640,10,UNREALIZED HEDGING INCOME - GAS,X.120.CPEUSI,0
9629,640,15,UNREALIZED HEDGING INCOME - INTEREST,X.120.CPEUSI,0
9630,640,25,UNREALIZED HEDGING INCOME - FX,X.120.CPEUSI,0
9631,640,30,UNREALIZED HEDGING INCOME - LIBOR CCIRS,X.120.CPEUSI,0
9632,640,40,UNREALIZED INVESTMENT INCOME - INVEST,X.120.CPEUSI,0
9633,650,7,GAIN ON PURCHASE-AB DRILLING CREDITS,X.120.CPEUSI,0
9634,650,10,INCOME TAX INTEREST,X.120.CPEUSI,0
9635,650,15,INTEREST INCOME,X.120.CPEUSI,0
9636,650,35,SUBLEASE RENT RECOVERIES- IFRS 16,X.120.CPEUSI,0
9637,650,40,OTHER,X.120.CPEUSI,0
9638,660,70,CPEC - CPHI GRID NOTE,X.120.CPEUSI,0
9639,660,75,LUXCO - CPEUS USD NOTE,X.120.CPEUSI,0
9640,660,80,CPEC-CPUSH - REVOLVING LINE OF CREDIT,X.120.CPEUSI,0
9641,660,85,CPUSH-CPEUS-REVOLVING LINE OF CREDIT,X.120.CPEUSI,0
9642,690,15,LUXCO DIVIDEND,X.120.CPEUSI,0
9643,690,20,CPHI DIVIDEND,X.120.CPEUSI,0
9644,695,5,OTHER INCOME,X.120.CPEUSI,0
9645,700,5,OIL CROWN ROYALTY,X.120.CPEUSI,0
9646,700,10,GAS CROWN ROYALTY,X.120.CPEUSI,0
9647,700,15,NGL CROWN ROYALTY,X.120.CPEUSI,0
9648,700,22,NGL CROWN ROYALTY - PENTANE,X.120.CPEUSI,0
9649,700,23,NGL CROWN ROYALTY - CONDENSATE,X.120.CPEUSI,0
9650,700,26,NGL CROWN ROYALTY - PROPANE,X.120.CPEUSI,0
9651,700,30,GAS COST ALLOWANCE,X.120.CPEUSI,0
9652,700,35,OIL COMPENSATORY ROYALTY,X.120.CPEUSI,0
9653,700,40,GAS COMPENSATORY ROYALTY,X.120.CPEUSI,0
9654,700,905,ACCRUAL - OIL CROWN ROYALTY,X.120.CPEUSI,0
9655,700,910,ACCRUAL - GAS CROWN ROYALTY,X.120.CPEUSI,0
9656,700,915,ACCRUAL - NGL CROWN ROYALTY,X.120.CPEUSI,0
9657,720,5,OIL SASK FH PROD TAX,X.120.CPEUSI,0
9658,720,10,GAS SASK FH PROD TAX,X.120.CPEUSI,0
9659,725,5,OIL MB FH PROD TAX,X.120.CPEUSI,0
9660,740,5,FREEHOLD MINERAL TAX,X.120.CPEUSI,0
9661,750,5,OIL FREEHOLD ROYALTY,X.120.CPEUSI,0
9662,750,10,GAS FREEHOLD ROYALTY,X.120.CPEUSI,0
9663,750,15,NGL FREEHOLD ROYALTY,X.120.CPEUSI,0
9664,750,21,NGL FREEHOLD ROYALTY - BUTANE,X.120.CPEUSI,0
9665,750,22,NGL FREEHOLD ROYALTY - PENTANE,X.120.CPEUSI,0
9666,750,23,NGL FREEHOLD ROYALTY - CONDENSATE,X.120.CPEUSI,0
9667,750,25,NGL FREEHOLD ROYALTY - ETHANE,X.120.CPEUSI,0
9668,750,26,NGL FREEHOLD ROYALTY - PROPANE,X.120.CPEUSI,0
9669,755,5,OIL NPI ROYALTY,X.120.CPEUSI,0
9670,755,10,GAS NPI ROYALTY,X.120.CPEUSI,0
9671,760,5,OIL GORR ROYALTY,X.120.CPEUSI,0
9672,760,10,GAS GORR ROYALTY,X.120.CPEUSI,0
9673,760,15,NGL GORR ROYALTY,X.120.CPEUSI,0
9674,760,21,NGL GORR ROYALTY - BUTANE,X.120.CPEUSI,0
9675,760,22,NGL GORR ROYALTY - PENTANE,X.120.CPEUSI,0
9676,760,23,NGL GORR ROYALTY - CONDENSATE,X.120.CPEUSI,0
9677,760,25,NGL GORR ROYALTY - ETHANE,X.120.CPEUSI,0
9678,760,26,NGL GORR ROYALTY - PROPANE,X.120.CPEUSI,0
9679,765,10,GCA,X.120.CPEUSI,0
9680,776,5,PRODUCTION TAXES - OIL WI,X.120.CPEUSI,0
9681,776,10,PRODUCTION TAXES - GAS WI,X.120.CPEUSI,0
9682,776,11,PRODUCTION TAXES - NGL WI,X.120.CPEUSI,0
9683,776,15,AD VALOREM TAX,X.120.CPEUSI,0
9684,776,20,AD VALOREM TAX - GAS,X.120.CPEUSI,0
9685,776,25,PRODUCTION TAX - UTAH MINERALS - OIL,X.120.CPEUSI,0
9686,776,70,INDIAN ROYALTIES - GAS,X.120.CPEUSI,0
9687,776,971,ACCRUAL - AD VALOREM TAXES NGL,X.120.CPEUSI,0
9688,776,973,ACCRUAL - AD VALOREM TAXES GAS,X.120.CPEUSI,0
9689,776,975,ACCRUAL - AD VALOREM TAXES OIL,X.120.CPEUSI,0
9690,780,5,SASK RESOURCE SURCHARGE - OIL,X.120.CPEUSI,0
9691,780,10,SASK RESOURCE SURCHARGE - GAS,X.120.CPEUSI,0
9692,780,905,ACCRUAL SASK RESOURCE SURCHARGE - OIL,X.120.CPEUSI,0
9693,780,910,ACCRUAL SASK RESOURCE SURCHARGE - GAS,X.120.CPEUSI,0
9694,800,30,STAFF RECRUITMENT,X.120.CPEUSI,0
9695,800,35,MEMBERSHIPS,X.120.CPEUSI,0
9696,800,40,CONVENTIONS & SEMINARS,X.120.CPEUSI,0
9697,800,43,CONSULTING FEES - BILL 198,X.120.CPEUSI,0
9698,800,45,CONSULTING FEES,X.120.CPEUSI,0
9699,800,50,DIRECTORS FEES / BOARD MEETINGS,X.120.CPEUSI,0
9700,800,55,EDUCATION & TRAINING,X.120.CPEUSI,0
9701,800,65,MEALS & ENTERTAINMENT,X.120.CPEUSI,0
9702,800,66,SOCIAL COMMITTEE EVENTS,X.120.CPEUSI,0
9703,800,67,CHRISTMAS PARTY (INCL KIDS),X.120.CPEUSI,0
9704,800,70,PARKING,X.120.CPEUSI,0
9705,800,71,CORPORATE CHALLENGE,X.120.CPEUSI,0
9706,800,73,ALCOHOL,X.120.CPEUSI,0
9707,800,74,GYM EXPENSES,X.120.CPEUSI,0
9708,800,75,OFFICE RENT,X.120.CPEUSI,0
9709,800,76,LEASE INDUCEMENT,X.120.CPEUSI,0
9710,800,79,PROMOTIONAL ITEMS,X.120.CPEUSI,0
9711,800,80,EQUIPMENT RENTALS,X.120.CPEUSI,0
9712,800,81,PRINTER RENTALS,X.120.CPEUSI,0
9713,800,85,REPAIRS & MAINTENANCE,X.120.CPEUSI,0
9714,800,90,INSURANCE,X.120.CPEUSI,0
9715,800,91,CREDIT INSURANCE,X.120.CPEUSI,0
9716,800,93,DRIVER ABSTRACT REVIEWS,X.120.CPEUSI,0
9717,800,95,VEHICLE LEASE,X.120.CPEUSI,0
9718,800,100,OFFICE STATIONERY & SUPPLIES,X.120.CPEUSI,0
9719,800,105,PRINTING,X.120.CPEUSI,0
9720,800,106,PRINTER - VARIABLE,X.120.CPEUSI,0
9721,800,110,POSTAGE,X.120.CPEUSI,0
9722,800,115,SUBSCRIPTIONS & PUBLICATIONS,X.120.CPEUSI,0
9723,800,117,PROPERTY TAXES,X.120.CPEUSI,0
9724,800,120,TAX COMPLIANCE,X.120.CPEUSI,0
9725,800,123,TAX ADVISORY/PLANNING,X.120.CPEUSI,0
